word,synset
bend,bending.n.01
bender,curve.n.03
bending,bending.n.01
benefit,profit.v.01
benefit,benefit.n.02
benevolent,charitable.s.03
benevolent,beneficent.s.02
benny,sesame.n.01
bent,bent.n.04
bent,bent.n.01
bequest,bequest.n.01
bereavement,mourning.n.01
berg,iceberg.n.01
berth,moor.v.01
berth,mooring.n.01
berth,berth.n.03
berth,position.n.06
best,outdo.v.02
best,better.s.03
best,best.n.02
bet,bet.v.02
bet,bet.n.02
bet,stake.n.04
bet,count.v.08
betray,fail.v.03
betray,deceive.v.02
betray,cheat_on.v.01
betray,denounce.v.04
betray,betray.v.02
betrayal,treachery.n.02
better,better.v.03
better,better.v.01
better,better.s.03
better,better.v.02
betting,dissipated.s.02
bevel,bevel.n.01
beware,beware.v.01
bias,bias.n.01
bias,diagonal.n.02
biased,biased.s.01
bicycle,bicycle.v.01
bicycle,bicycle.n.01
bid,bid.n.02
bid,bid.v.03
bid,wish.v.06
bid,invite.v.04
bid,offer.v.07
bid,bid.n.03
bid,command.n.01
bid,bid.v.04
bid,bid.n.04
bidding,command.n.01
bidding,bidding.n.02
bidding,bid.n.04
big,big.s.13
big,large.a.01
big,bad.s.02
big,adult.s.01
big,boastful.s.01
big,big.s.06
big,big.s.05
big,big.s.12
bigger,bigger.s.01
bike,motorcycle.n.01
bike,bicycle.n.01
bike,bicycle.v.01
bikers,rockers.n.01
bile,bile.n.01
bill,bill.n.03
bill,beak.n.02
bill,poster.n.01
bill,circular.n.01
bill,bill.n.01
bill,bill.n.02
bill,charge.v.03
bill,bill.n.09
billing,charge.n.11
billion,million.n.02
bind,bind.v.04
bind,tie.v.01
bind,oblige.v.02
bind,bind.v.02
bind,adhere.v.06
bind,tie_down.v.01
binding,binding.n.05
binding,dressing.n.07
binge,bust.n.04
binge,gorge.v.01
binge,orgy.n.01
bingo,lotto.n.01
bioengineering,biotechnology.n.02
biography,biography.n.01
biotech,biotechnology.n.01
biotechnology,biotechnology.n.02
biotechnology,biotechnology.n.01
bird,boo.n.01
bird,bird.n.02
bird,shuttlecock.n.01
bird,dame.n.01
birdie,shuttlecock.n.01
birth,give_birth.v.01
birth,birth.n.02
birthplace,birthplace.n.02
biscuit,cookie.n.01
bit,spot.n.10
bit,bit.n.02
bit,moment.n.02
bit,piece.n.05
bit,snatch.n.01
bit,act.n.04
bit,morsel.n.02
bitch,gripe.n.01
bitch,gripe.v.01
bitch,cunt.n.01
bite,sting.n.03
bite,sting.v.02
bite,bite.v.02
bite,pungency.n.02
bite,morsel.n.02
bite,bite.n.04
biting,barbed.s.01
biting,biting.s.02
bitter,bitter.n.02
bitter,biting.s.02
bitter,acerb.s.02
bitter,piercingly.r.01
bitterly,piercingly.r.01
bitterness,resentment.n.01
bitterness,bitter.n.02
biz,game.n.10
black,black.s.06
black,black.s.05
black,black.s.09
black,black.s.04
black,black.s.12
black,bootleg.s.01
black,black.s.07
blackbird,blackbird.n.02
blackened,black.s.07
blackjack,blackjack.n.02
blackjack,blackmail.v.01
blackmail,blackmail.v.01
blackout,amnesia.n.01
blade,blade.n.08
blade,sword.n.01
blah,bombast.n.01
blame,blame.n.02
blame,blasted.s.01
blame,blame.v.01
blame,blame.v.03
blame,blame.v.02
blamed,blasted.s.01
bland,bland.s.01
bland,politic.s.02
blank,space.n.05
blank,blank.s.01
blank,blank.n.04
blast,bang.n.02
blast,gust.n.01
blast,blast.v.07
blast,fire.n.09
blast,smash.v.01
blast,blast.v.03
blatant,blatant.s.01
blaze,hell.n.02
blaze,glare.n.01
blaze,blaze.n.01
blazing,blazing.s.01
blazing,blaze.n.01
blazing,blatant.s.01
bleak,bleak.s.03
bleak,black.s.04
bleak,bare.s.08
bleed,bleed.v.02
bleed,run.v.27
blend,blend.v.03
blend,blend.v.02
blend,blend.n.03
blending,shading.n.02
blending,blend.n.03
bless,bless.v.03
blessed,blasted.s.01
blessing,blessing.n.02
blessing,grace.n.06
blessing,blessing.n.01
blight,blight.v.01
blind,blind.n.03
blind,blind.v.03
blinding,blazing.s.01
blink,flash.v.01
blink,blink.n.01
blink,blink.v.01
blinking,blink.n.01
blinking,bally.s.01
blitz,blitz.n.02
blitzkrieg,blitz.n.02
blizzard,rash.n.02
blob,spot.v.04
bloc,bloc.n.01
block,stop.v.03
block,blockage.n.02
block,barricade.v.01
block,pulley.n.01
block,obstruct.v.01
block,blocking.n.01
block,jam.v.04
block,block.n.03
block,stuff.v.03
block,obstruct.v.02
block,parry.v.01
block,freeze.v.08
block,obstruct.v.03
blockade,obstruct.v.01
blockade,barricade.v.01
blockage,blockage.n.03
blockage,blockage.n.02
blockage,obstruction.n.02
blocked,blocked.s.02
blocking,blocking.n.01
bloke,chap.n.01
blond,blond.n.01
blonde,blond.n.01
blood,rake.n.01
blood,lineage.n.01
bloody,bloody.r.01
bloody,bally.s.01
bloom,blooming.n.01
bloom,flower.n.02
bloom,bloom.n.04
bloom,flower.n.03
blooming,blooming.n.01
blooming,bally.s.01
blossom,flower.n.03
blossom,flower.n.02
blossom,blossom.v.02
blot,spot.v.04
blot,smudge.n.02
blot,blot.n.02
blow,shock.n.06
blow,fellate.v.01
blow,botch.v.01
blow,float.v.01
blow,boast.v.01
blow,blow.n.02
blow,reverse.n.03
blow,gust.n.01
blow,waste.v.01
blow,blow.n.07
blow,coke.n.03
blowout,runaway.n.01
blue,blue.s.05
blue,blue.s.08
blue,gloomy.s.02
blue,blasphemous.s.02
blueprint,blueprint.v.01
blueprint,blueprint.n.01
blues,blues.n.02
bluff,bluff.s.01
blunt,blunt.s.04
blunt,blunt.s.03
blunt,dull.v.05
blunt,numb.v.01
blur,confuse.v.05
blur,smear.v.02
blur,blur.n.01
blur,blur.v.06
blurb,endorsement.n.01
blurred,bleary.s.02
blurry,bleary.s.02
blush,bloom.n.04
blush,blush.n.02
blush,blush.v.01
board,board.n.04
board,control_panel.n.01
board,circuit_board.n.01
board,board.v.02
board,board.n.02
boast,boast.v.01
boast,sport.v.01
boast,boast.n.01
boasting,boast.n.01
boating,boating.n.01
bob,bobtail.n.01
bob,bob.n.05
bob,british_shilling.n.01
bob,dock.v.04
bobble,botch.v.01
bode,bode.v.01
bodied,bodied.s.02
body,torso.n.01
body,consistency.n.01
bogus,bogus.s.01
boil,churn.v.02
boiler,kettle.n.01
bold,bluff.s.01
bolster,pad.v.04
bolt,dash.n.06
bolt,bang.r.01
bombardment,barrage.n.02
bombardment,barrage.n.01
bombardment,bombing.n.01
bomber,bomber.n.03
bombing,bombing.n.01
bonanza,boom.n.03
bond,shackle.n.01
bond,bail.n.01
bond,attachment.n.04
bond,bind.v.02
bond,alliance.n.02
bond,adhere.v.06
bond,adhesiveness.n.01
bondage,bondage.n.02
bonding,bonding.n.03
bone,bone.n.01
bone,cram.v.03
bone,bone.n.03
bonnet,hood.n.09
bonnie,bonny.s.01
boo,boo.n.01
boo,boo.v.01
boob,drop_the_ball.v.01
boob,breast.n.02
boob,dumbbell.n.02
book,book.n.02
book,script.n.01
book,ledger.n.01
book,reserve.v.04
booked,booked.s.01
booking,engagement.n.05
booking,booking.n.02
booklet,booklet.n.01
bookshop,bookshop.n.01
bookstore,bookshop.n.01
bookworm,pedant.n.01
boom,boom.v.01
boom,smash.v.01
boom,boom.n.01
boom,boom.n.03
boom,boom.v.05
boom,thunder.v.03
booming,booming.s.01
boon,blessing.n.02
boost,promote.v.01
boost,hike.v.01
boost,boost.n.01
boost,boost.v.04
boost,rise.n.09
booster,booster.n.03
booster,supporter.n.01
booster,promoter.n.01
boot,bang.n.04
boot,kick.n.01
booth,booth.n.02
bootleg,bootleg.s.01
booty,loot.n.01
booze,liquor.n.01
booze,drink.v.02
bop,sock.v.01
bop,bop.n.02
border,border.v.05
border,margin.n.01
border,frame.v.01
border,bound.v.02
border,surround.v.01
border,molding.n.03
border,edge.n.01
border,boundary_line.n.01
borderline,boundary_line.n.01
borderline,borderline.s.01
bore,bore.v.01
bore,tidal_bore.n.01
bore,bore.v.02
bore,bore.n.03
boring,drilling.n.01
boring,boring.s.01
born,natural.s.09
borrow,adopt.v.02
borrowing,borrowing.n.01
bosom,embrace.v.02
bosom,heart.n.01
bosom,breast.n.02
botanic,botanic.a.01
botanical,botanic.a.01
botany,vegetation.n.01
bother,annoyance.n.04
bother,trouble.v.02
bother,annoy.v.01
bother,trouble_oneself.v.01
bother,fuss.n.02
bottom,buttocks.n.01
bottom,bed.n.03
bottom,bottom.n.01
bottom,penetrate.v.02
boulevard,avenue.n.02
bounce,bounce.n.03
bounce,bounce.v.01
bounce,leap.n.01
bouncing,bounce.n.03
bouncing,bouncing.s.02
bouncy,bouncy.s.01
bouncy,bouncing.s.02
bound,bound.s.04
bound,restrict.v.03
bound,jump.v.01
bound,limit.n.01
bound,boundary.n.01
bound,boundary.n.02
bound,bounce.v.01
bound,leap.n.01
bound,bound.v.02
boundless,boundless.s.01
bounds,boundary.n.01
bounty,amplitude.n.02
bounty,bounty.n.01
bouquet,bouquet.n.02
bout,turn.n.09
bout,bust.n.04
bowel,intestine.n.01
bower,arbor.n.03
bowl,roll.n.15
bowl,bowl.n.02
bowl,stadium.n.01
bowler,bowler_hat.n.01
bowman,archer.n.01
box,corner.n.08
boxer,packer.n.01
boxers,drawers.n.01
boxing,packing.n.02
boy,son.n.01
boyfriend,boyfriend.n.01
brace,brace.v.02
brace,brace.n.09
brace,pair.n.01
brace,couple.n.04
brace,stimulate.v.04
bracelet,bracelet.n.02
bracing,bracing.s.01
bracing,brace.n.09
brag,boast.v.01
brag,brag.n.01
bragging,boastful.s.01
bragging,brag.n.01
braid,braid.v.01
braid,braid.n.01
brain,genius.n.01
brain,brain.n.02
brain,mind.n.01
brainstorm,insight.n.03
branch,arm.n.02
branch,branch.v.02
branch,branch.n.03
branch,branch.n.01
branched,branched.s.02
branching,branching.n.01
branching,branched.s.02
brand,sword.n.01
brand,brand.n.02
brand,mark.n.06
brand,trade_name.n.01
brand,brand.v.03
brand,post.v.12
brand,stigmatize.v.01
brant,brant.n.01
brass,administration.n.02
brass,boldness.n.02
brass,brass.n.07
brat,terror.n.03
brave,audacious.s.01
brave,weather.v.01
brave,brave.s.03
brave,brave.a.01
bravo,assassin.n.01
brawl,bash.n.02
bray,grind.v.05
breach,gap.v.01
breach,transgress.v.01
breach,rupture.n.02
bread,boodle.n.01
breadth,width.n.01
break,unwrap.v.02
break,break.v.10
break,crack.v.01
break,fail.v.04
break,break.v.09
break,dampen.v.07
break,separate.v.08
break,demote.v.01
break,break.v.42
break,break.v.53
break,break.v.04
break,collapse.v.01
break,break.n.13
break,transgress.v.01
break,break.n.16
break,pause.n.01
break,rupture.n.02
break,better.v.01
break,bankrupt.v.01
break,fault.n.04
break,respite.n.02
break,violate.v.01
break,pause.v.02
break,breakage.n.03
breakage,breakage.n.03
breakdown,dislocation.n.02
breakdown,breakdown.n.04
breaker,surf.n.01
breakers,surf.n.01
breaking,breakage.n.03
breakout,break.n.16
breakthrough,discovery.n.03
breakup,dissolution.n.05
breakup,separation.n.02
breast,breast.n.02
breast,breast.n.01
breast,front.v.02
breath,hint.n.01
breathe,emit.v.01
breathe,rest.v.02
breathing,breathing.n.01
breathless,breathless.s.02
breathtaking,breathless.s.02
breed,breed.n.01
breed,breed.v.04
breed,breed.v.02
breeding,breeding.n.03
breeding,education.n.05
breeding,reproduction.n.05
breeze,breeze.n.01
breeze,cinch.n.01
brent,brant.n.01
bribe,bribe.n.01
bribe,bribe.v.01
bribery,bribery.n.01
bridal,bridal.a.01
bridge,bridge.n.01
bridle,bridle.n.02
briefly,concisely.r.01
bright,bright.s.02
bright,bright.s.03
bright,bright.s.05
bright,bright.s.10
bright,brilliantly.r.01
brighten,brighten.v.01
brighten,clear_up.v.04
brightly,brilliantly.r.01
brightness,luminosity.n.01
brilliance,brilliance.n.03
brilliance,magnificence.n.02
brilliance,glare.n.01
brilliant,brilliant.s.01
brilliant,brilliant.s.03
brilliant,bright.s.02
brilliantly,brilliantly.r.01
brim,brim.n.01
brine,seawater.n.01
bring,bring.v.03
bring,bring.v.04
bring,lend.v.01
bring,institute.v.02
bring,fetch.v.02
bring,bring.v.05
bring,bring.v.01
bringing,delivery.n.01
brink,verge.n.02
brink,brink.n.01
brio,animation.n.03
brisk,alert.s.02
brisk,bracing.s.01
brit,brit.n.02
britt,brit.n.02
brittle,brittle.n.01
broad,across-the-board.s.01
broad,wide.a.01
broad,broad.s.08
broad,broad.s.06
broad,broad.s.05
broadcast,air.v.03
broadcast,circulate.v.02
broadcast,broadcast.n.02
broadcaster,broadcaster.n.02
broaden,widen.v.04
broadly,broadly.r.01
brochure,booklet.n.01
broke,broke.s.01
broken,broken.s.03
broken,broken.s.08
broken,broken.s.10
broken,broken.s.11
broken,broken.s.06
broker,agent.n.04
bromide,platitude.n.01
bronze,tan.v.02
brood,grizzle.v.01
brood,brood.v.01
brood,brood.v.02
brood,brood.v.05
brook,brook.n.01
brook,digest.v.03
broom,sweep.v.03
broom,heather.n.01
broth,broth.n.01
brother,buddy.n.01
brother,brother.n.04
brotherhood,union.n.01
brow,hilltop.n.01
brow,brow.n.01
brow,eyebrow.n.01
brownie,elf.n.01
browse,crop.v.05
browse,browse.v.03
browse,browse.n.02
browse,shop.v.03
browsing,browse.n.02
brush,brush.v.04
brush,brush.n.07
brush,brush.n.06
brushing,brush.n.07
brutal,beastly.s.02
brutal,barbarous.s.01
brute,beastly.s.02
brute,animal.n.01
brute,beast.n.02
bubble,ripple.v.02
buck,buck.v.04
buck,tear.v.03
buck,dollar.n.02
buck,sawhorse.n.01
buckle,buckle.v.01
buckle,warp.n.02
buddy,buddy.n.01
buff,yellowish_brown.n.01
buff,buff.n.05
buff,fan.n.03
buffer,cushion.v.01
buffer,fender.n.02
buffer,buff.n.05
buffer,buffer.n.06
bug,bug.n.02
bug,wiretap.v.01
bug,microbe.n.01
bug,tease.v.01
buggy,balmy.s.01
buggy,buggy.n.01
build,construct.v.01
build,physique.n.01
build,human_body.n.01
builder,builder.n.03
building,construction.n.01
built,built.s.01
bulge,bulge.n.01
bulge,bulge.v.02
bulge,start.v.14
bulge,bulge.v.01
bulge,bulge.v.04
bulk,bulge.v.04
bulk,majority.n.01
bulk,bulk.n.02
bull,bullshit.n.01
bull,talk_through_one's_hat.v.01
bull,bull.n.05
bullet,fastball.n.01
bullet,bullet.n.01
bullock,bullock.n.02
bullshit,bullshit.n.01
bullshit,talk_through_one's_hat.v.01
bully,bang-up.s.01
bully,strong-arm.v.02
bully,bully.n.01
bullying,bullying.n.01
bum,bum.s.01
bum,bum.v.02
bum,mooch.v.01
bum,tramp.n.01
bum,buttocks.n.01
bum,rotter.n.01
bumble,botch.v.01
bumble,stumble.v.01
bump,blow.n.02
bump,demote.v.01
bump,bulge.n.01
bump,bump.v.01
bump,find.v.01
bumpy,rough.a.09
bun,bun.n.01
bunch,crowd.n.02
bunch,bunch.n.01
bunch,bunch.v.02
bundle,pile.n.03
bundle,pack.v.03
bundle,bunch.v.02
bundle,package.n.01
bunk,nonsense.n.01
bunk,berth.n.03
bunk,beat.v.13
bunk,bunk.n.04
bunk,scat.v.01
bunker,bunker.n.01
bunker,bunker.n.03
buns,buttocks.n.01
bur,bur.n.01
burden,charge.v.18
burden,effect.n.04
burden,load.n.01
burden,burden.n.01
burden,burden.v.01
burdensome,burdensome.s.01
bureau,agency.n.01
bureau,chest_of_drawers.n.01
burger,hamburger.n.01
burial,burying.n.01
burn,burn.n.01
burn,bite.v.02
burn,cut.v.21
burn,burn.v.02
burn,tan.n.01
burned,burned.s.01
burning,burning.n.01
burning,burn.n.01
burnt,burned.s.01
burr,bur.n.01
burst,burst.v.08
burst,fusillade.n.01
burst,collapse.v.05
burst,abound.v.02
burst,explosion.n.02
burst,break.v.09
burst,burst.n.03
burst,explode.v.02
burst,burst.v.01
burst,outburst.n.02
bury,bury.v.02
bury,bury.v.05
burying,burying.n.01
bus,bus.n.01
bus,bus.n.04
bush,scrub.n.01
bush,shrub.n.01
buss,kiss.n.01
bust,broke.s.01
bust,bust.n.04
bust,break.v.04
bust,break.v.42
bust,burst.v.08
bust,flop.n.03
bust,tear.v.01
bust,raid.v.01
busted,broken.s.11
buster,fellow.n.06
bustle,bustle.n.01
bustle,bustle.v.01
busty,bosomy.s.01
busy,busy.s.05
busy,busy.v.01
but,merely.r.01
butch,butch.n.01
butch,butch.s.01
butcher,butcher.v.01
butt,butt.n.03
butt,cigarette.n.01
butt,buttocks.n.01
butt,border.v.05
butt,butt.n.09
butterfly,chat_up.v.01
buttocks,buttocks.n.01
button,push_button.n.01
button,clitoris.n.01
button,release.n.08
buy,buy.v.01
buy,bargain.n.02
buy,bribe.v.01
buyer,buyer.n.01
buying,buying.n.01
buzz,hum.v.02
buzzer,doorbell.n.01
by,by.r.01
by,aside.r.06
bye,bye.n.01
bye,adieu.n.01
bypass,beltway.n.01
bypass,shunt.n.02
cab,taxi.v.02
cab,cab.n.03
cabal,conspiracy.n.02
cabal,cabal.n.01
cabaret,cabaret.n.01
cable,cable.n.02
cable,cable.v.01
cad,cad.n.01
cadence,meter.n.03
cadre,cell.n.04
cage,cage.n.01
cake,coat.v.03
cake,patty.n.01
cake,cake.n.01
calculate,count.v.08
calculate,calculate.v.01
calculate,calculate.v.05
calculate,forecast.v.01
calculate,calculate.v.02
calculate,account.v.02
calculation,calculation.n.03
calculation,calculation.n.01
calculation,calculation.n.02
calculator,calculator.n.01
caliber,quality.n.02
caliber,bore.n.03
calibration,calibration.n.01
calico,motley.s.02
call,shout.v.02
call,predict.v.01
call,bid.v.04
call,cry.n.01
call,call.n.04
call,birdcall.n.01
call,name.v.01
call,call.v.03
caller,caller.n.01
calling,career.n.01
cameraman,cameraman.n.01
camouflage,disguise.n.01
camp,camp.v.01
camp,clique.n.01
campaign,campaign.n.04
campaign,political_campaign.n.01
campaign,crusade.v.01
campaign,campaign.n.02
campaigning,campaigning.n.01
campground,campsite.n.01
campsite,campsite.n.01
canal,duct.n.01
canary,fink.n.01
cancel,cancel.v.01
cancel,delete.v.01
cancel,cancel.v.05
cancelled,off.a.03
candidacy,campaigning.n.01
candle,candle.n.01
candle,candle.n.02
candy,sugarcoat.v.01
cannabis,cannabis.n.01
cannabis,cannabis.n.02
canned,canned.s.01
cannon,cannon.n.05
canon,canyon.n.01
canonical,basic.s.02
cant,bevel.n.01
cant,slang.n.02
cant,cant.v.01
cant,bank.n.07
canvas,sail.n.01
canvas,poll.v.01
canvas,analyze.v.01
canyon,canyon.n.01
cap,ceiling.n.03
cap,hood.n.02
cap,cap.v.01
cap,crown.n.11
capable,able.s.02
capable,capable.s.02
capacitance,capacitor.n.01
capacitor,capacitor.n.01
cape,cape.n.01
cape,cape.n.02
capstone,capstone.n.02
capsule,condensation.n.05
captain,captain.n.02
captain,master.n.07
caption,subtitle.n.01
caption,caption.n.03
captivating,bewitching.s.01
captive,captive.s.01
captive,captive.s.02
captivity,captivity.n.01
capture,capture.v.02
capture,appropriate.v.02
capture,capture.n.01
capture,get.v.11
car,car.n.01
caramel,yellowish_brown.n.01
carat,karat.n.01
card,card.n.08
card,menu.n.01
card,circuit_board.n.01
card,tease.v.07
card,wag.n.01
card,poster.n.01
card,batting_order.n.01
care,care.n.06
care,concern.n.02
care,care.n.05
care,caution.n.03
care,manage.v.02
care,wish.v.02
care,worry.v.02
care,care.n.01
career,career.n.01
careful,careful.s.03
careful,careful.s.05
carefully,cautiously.r.01
careless,careless.s.03
cargo,cargo.n.01
caribe,piranha.n.02
caribou,caribou.n.01
caricature,caricature.v.01
caricature,caricature.n.01
carnage,slaughter.n.03
carnal,animal.s.01
carnival,carnival.n.03
carnival,circus.n.03
carousel,carousel.n.02
carpentry,carpentry.n.01
carpet,rug.n.01
carpeting,rug.n.01
cart,haul.v.01
carte,menu.n.01
cartel,trust.n.04
cartoon,cartoon.n.01
cartoon,cartoon.n.02
carver,cutter.n.02
carver,sculptor.n.01
carving,carving.n.02
carving,sculpture.n.02
cascade,shower.n.04
case,shell.n.08
case,sheath.n.02
case,font.n.01
case,casing.n.03
case,character.n.05
case,case.n.20
case,lawsuit.n.01
case,case.n.01
case,case.n.19
cashier,teller.n.03
casing,shell.n.08
casing,casing.n.03
casket,coffin.n.01
cast,mold.n.02
cast,form.n.07
cast,cast.n.03
cast,cast.n.07
cast,project.v.10
cast,roll.v.12
cast,shed.v.01
cast,draw.v.14
cast,frame.v.04
cast,vomit.v.01
cast,cast.n.06
caster,caster.n.02
casting,molding.n.01
casting,cast.n.06
castle,palace.n.01
castle,castle.n.03
castor,caster.n.02
castor,beaver.n.06
cat,guy.n.01
cat,kat.n.01
cat,vomit.v.01
catalog,catalog.n.01
catalogue,catalog.n.01
catastrophe,calamity.n.01
catastrophe,catastrophe.n.02
catch,catch.n.02
catch,catch.n.03
catch,watch.v.03
catch,get.v.11
catch,catch.v.07
catch,capture.v.02
catch,catch.v.04
catch,hitch.v.01
catch,overtake.v.01
catch,catch.n.09
catch,catch.n.06
catch,apprehension.n.04
catching,detection.n.02
catching,catching.n.03
catching,catching.s.01
catchy,catchy.s.01
categorization,categorization.n.03
categorization,classification.n.03
categorization,classification.n.02
category,class.n.01
cater,provide.v.02
cattle,cattle.n.01
cautionary,admonitory.s.01
cautious,cautious.s.02
cautious,timid.n.01
cautiously,cautiously.r.01
cavalry,cavalry.n.01
cave,cave.v.01
cavity,pit.n.01
cay,key.n.08
cc,milliliter.n.01
cd,candle.n.02
cease,end.v.01
cease,discontinue.v.01
ceiling,ceiling.n.03
celebrate,observe.v.06
celebrity,fame.n.01
celestial,celestial.a.01
celestial,celestial.s.03
cell,cell.n.06
cell,cellular_telephone.n.01
cell,cell.n.04
cellar,basement.n.01
cellphone,cellular_telephone.n.01
censor,ban.v.01
cent,penny.n.02
centenary,centennial.n.01
centennial,centennial.n.01
centering,centering.n.02
central,central.n.01
central,cardinal.s.01
centre,concentrate.v.02
centre,center.n.04
centre,center.n.01
centre,kernel.n.03
centrifugal,centrifugal.s.03
